ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
g36kami-spear-1-1,g36kami-spear-1,mukuki,spear-21,false,expert,,,,
g36kami-steal-1-1,g36kami-steal-1,ku-iba,steal-4,false,expert,,,,
g36kami-stone-1-1,g36kami-stone-1,dibwe,stone-12,false,expert,,,,
g36kami-sun-1-1,g36kami-sun-1,zhua,sun-5,false,expert,,,,
g36kami-tail-1-1,g36kami-tail-1,mkila,tail-6,false,expert,,,,
g36kami-ten-1-1,g36kami-ten-1,kumi,ten-1,false,expert,,,,
g36kami-three-1-1,g36kami-three-1,ndatu,three-1,false,expert,,,,
g36kami-tongue-1-1,g36kami-tongue-1,ulimi,tongue-1,false,expert,,,,
g36kami-tooth-1-1,g36kami-tooth-1,tsino,tooth-3,false,expert,,,,
g36kami-tree-1-1,g36kami-tree-1,biki,tree-31,false,expert,,,,
g36kami-two-1-1,g36kami-two-1,bili,two-11,false,expert,,,,
g36kami-urine-1-1,g36kami-urine-1,mkozho,urine-22,false,expert,,,,
g36kami-village-1-1,g36kami-village-1,cijiji,village-26,false,expert,,,,
g36kami-vomit-1-1,g36kami-vomit-1,ku-deka,vomit-26,false,expert,,,,
g36kami-walk-1-1,g36kami-walk-1,ku-gendela migulu,walk-4,false,expert,,,,
g36kami-war-1-1,g36kami-war-1,ŋhondo,war-41,false,expert,,,,
g36kami-water-1-1,g36kami-water-1,mazhi,water-16,false,expert,,,,
g36kami-wind-1-1,g36kami-wind-1,beho,wind-34,false,expert,,,,
g36kami-woman-1-1,g36kami-woman-1,mtwanzi,woman-48,false,expert,,,,
g37kutu-animal-1-1,g37kutu-animal-1,ɲama,animal-1,false,expert,,,,
g37kutu-arm-1-1,g37kutu-arm-1,mkono,arm-21,false,expert,,,,
g37kutu-ashes-1-1,g37kutu-ashes-1,tozi,ashes-55,false,expert,,,,
g37kutu-bark-1-1,g37kutu-bark-1,gome,bark-59,false,expert,,,,
g37kutu-bed-1-1,g37kutu-bed-1,cinanda,bed-45,false,expert,,,,
g37kutu-belly-1-1,g37kutu-belly-1,dide,belly-23,false,expert,,,,
g37kutu-big-1-1,g37kutu-big-1,kulu,big-30,false,expert,,,,
g37kutu-bite-1-1,g37kutu-bite-1,ku-luma,bite-1,false,expert,,,,
g37kutu-blood-1-1,g37kutu-blood-1,damu,blood-40,false,expert,,,,
g37kutu-bone-1-1,g37kutu-bone-1,zege,bone-28,false,expert,,,,
g37kutu-breast-1-1,g37kutu-breast-1,matombo,breast-16,false,expert,,,,
g37kutu-burn-1-1,g37kutu-burn-1,-okwakwa,burn-39,false,expert,,,,
g37kutu-child-1-1,g37kutu-child-1,mwana,child-1,false,expert,,,,
g37kutu-cloud-1-1,g37kutu-cloud-1,ulanga,cloud-69,false,expert,,,,
g37kutu-come-1-1,g37kutu-come-1,-keza,come-44,false,expert,,,,
g37kutu-count-1-1,g37kutu-count-1,-peta,count-26,false,expert,,,,
g37kutu-dew-1-1,g37kutu-dew-1,tungwe,dew-50,false,expert,,,,
g37kutu-die-1-1,g37kutu-die-1,ku-fa,die-1,false,expert,,,,
g37kutu-dog-1-1,g37kutu-dog-1,dibwa,dog-1,false,expert,,,,
g37kutu-drink-1-1,g37kutu-drink-1,-iŋwa,drink-1,false,expert,,,,
g37kutu-ear-1-1,g37kutu-ear-1,bwiti,ear-3,false,expert,,,,
g37kutu-eat-1-1,g37kutu-eat-1,dia,eat-1,false,expert,,,,
g37kutu-egg-1-1,g37kutu-egg-1,mafinga,egg-32,false,expert,,,,
g37kutu-elephant-1-1,g37kutu-elephant-1,nembo,elephant-11,false,expert,,,,
g37kutu-eye-1-1,g37kutu-eye-1,siso,eye-2,false,expert,,,,
g37kutu-face-1-1,g37kutu-face-1,kihanga,face-21,false,expert,,,,
g37kutu-fall-1-1,g37kutu-fall-1,ku-gwa,fall-1,false,expert,,,,
g37kutu-fatoil-1-1,g37kutu-fatoil-1,mafuta,fatoil-1,false,expert,,,,
g37kutu-feather-1-1,g37kutu-feather-1,mitipilo,feather-50,false,expert,,,,
g37kutu-fingernail-1-1,g37kutu-fingernail-1,kombe,fingernail-48,false,expert,,,,
g37kutu-fire-1-1,g37kutu-fire-1,moto,fire-39,false,expert,,,,
g37kutu-firewood-1-1,g37kutu-firewood-1,ngodi,firewood-31,false,expert,,,,
g37kutu-fish-1-1,g37kutu-fish-1,somba,fish-36,false,expert,,,,
g37kutu-five-1-1,g37kutu-five-1,tano,five-1,false,expert,,,,
g37kutu-fly-1-1,g37kutu-fly-1,-guluka,fly-49,false,expert,,,,
g37kutu-four-1-1,g37kutu-four-1,nne,four-4,false,expert,,,,
g37kutu-give-1-1,g37kutu-give-1,-gwelela,give-40,false,expert,,,,
g37kutu-goat-1-1,g37kutu-goat-1,mbu(t)zi,goat-1,false,expert,,,,
g37kutu-groundsoil-1-1,g37kutu-groundsoil-1,dongo,groundsoil-43,false,expert,,,,
g37kutu-hair-1-1,g37kutu-hair-1,luvili,hair-25,false,expert,,,,
g37kutu-head-1-1,g37kutu-head-1,ditwi,head-3,false,expert,,,,
g37kutu-hear-1-1,g37kutu-hear-1,-hulika,hear-19,false,expert,,,,
g37kutu-heart-1-1,g37kutu-heart-1,moyo,heart-19,false,expert,,,,
g37kutu-horn-1-1,g37kutu-horn-1,pembe,horn-21,false,expert,,,,
g37kutu-house-1-1,g37kutu-house-1,ŋanda,house-30,false,expert,,,,
g37kutu-hunger-1-1,g37kutu-hunger-1,nzala,hunger-1,false,expert,,,,
g37kutu-intestine-1-1,g37kutu-intestine-1,utumbo,intestine-24,false,expert,,,,
g37kutu-iron-1-1,g37kutu-iron-1,zuma,iron-39,false,expert,,,,
g37kutu-kill-1-1,g37kutu-kill-1,-koma,kill-33,false,expert,,,,
g37kutu-knee-1-1,g37kutu-knee-1,vindi,knee-43,false,expert,,,,
g37kutu-knife-1-1,g37kutu-knife-1,mwele,knife-54,false,expert,,,,
g37kutu-know-1-1,g37kutu-know-1,-maɲa,know-8,false,expert,,,,
g37kutu-leaf-1-1,g37kutu-leaf-1,(t)zani,leaf-3,false,expert,,,,
g37kutu-leg-1-1,g37kutu-leg-1,gondi,leg-31,false,expert,,,,
g37kutu-liver-1-1,g37kutu-liver-1,ini,liver-27,false,expert,,,,
g37kutu-louse-1-1,g37kutu-louse-1,mani,louse-38,false,expert,,,,
g37kutu-man-1-1,g37kutu-man-1,mulume,man-2,false,expert,,,,
g37kutu-moon-1-1,g37kutu-moon-1,mbalamwezi,moon-5,false,expert,,,,
g37kutu-mouth-1-1,g37kutu-mouth-1,mulomo,mouth-18,false,expert,,,,
g37kutu-name-1-1,g37kutu-name-1,twaga,name-17,false,expert,,,,
g37kutu-navel-1-1,g37kutu-navel-1,chikuvu,navel-5,false,expert,,,,
g37kutu-neck-1-1,g37kutu-neck-1,singo,neck-7,false,expert,,,,
g37kutu-night-1-1,g37kutu-night-1,ichilo,night-32,false,expert,,,,
g37kutu-nose-1-1,g37kutu-nose-1,mula,nose-29,false,expert,,,,
g37kutu-one-1-1,g37kutu-one-1,moja,one-30,false,expert,,,,
g37kutu-person-1-1,g37kutu-person-1,munhu,person-14,false,expert,,,,
g37kutu-rain-1-1,g37kutu-rain-1,mvula,rain-4,false,expert,,,,
g37kutu-road-1-1,g37kutu-road-1,nzila,road-1,false,expert,,,,
g37kutu-root-1-1,g37kutu-root-1,zi(n)zi,root-47,false,expert,,,,
g37kutu-salt-1-1,g37kutu-salt-1,ɲunvi,salt-26,false,expert,,,,
g37kutu-sand-1-1,g37kutu-sand-1,misanga,sand-13,false,expert,,,,
g37kutu-see-1-1,g37kutu-see-1,ko-lola,see-26,false,expert,,,,
g37kutu-send-1-1,g37kutu-send-1,-tuma,send-1,false,expert,,,,
g37kutu-shame-1-1,g37kutu-shame-1,chiɲala,shame-20,false,expert,,,,
g37kutu-sing-1-1,g37kutu-sing-1,kw-imba,sing-2,false,expert,,,,
g37kutu-skin-1-1,g37kutu-skin-1,kapi,skin-53,false,expert,,,,
g37kutu-sky-1-1,g37kutu-sky-1,ulanga,sky-40,false,expert,,,,
g37kutu-sleep-1-1,g37kutu-sleep-1,utolo,sleep-1,false,expert,,,,
g37kutu-smoke-1-1,g37kutu-smoke-1,moshi,smoke-21,false,expert,,,,
g37kutu-snake-1-1,g37kutu-snake-1,nzoka,snake-1,false,expert,,,,
g37kutu-spear-1-1,g37kutu-spear-1,mgoha,spear-20,false,expert,,,,
g37kutu-steal-1-1,g37kutu-steal-1,kw-iba,steal-4,false,expert,,,,
g37kutu-stone-1-1,g37kutu-stone-1,dibwe,stone-12,false,expert,,,,
g37kutu-sun-1-1,g37kutu-sun-1,zua,sun-5,false,expert,,,,
g37kutu-tail-1-1,g37kutu-tail-1,mkila,tail-6,false,expert,,,,
g37kutu-ten-1-1,g37kutu-ten-1,kumi,ten-1,false,expert,,,,
g37kutu-three-1-1,g37kutu-three-1,ndatu,three-1,false,expert,,,,
g37kutu-tongue-1-1,g37kutu-tongue-1,lulimi,tongue-1,false,expert,,,,
g37kutu-tooth-1-1,g37kutu-tooth-1,zino,tooth-3,false,expert,,,,
g37kutu-tree-1-1,g37kutu-tree-1,mti,tree-1,false,expert,,,,
g37kutu-two-1-1,g37kutu-two-1,bili,two-11,false,expert,,,,
g37kutu-urine-1-1,g37kutu-urine-1,mko(t)zo,urine-22,false,expert,,,,
g37kutu-village-1-1,g37kutu-village-1,kijiji,village-26,false,expert,,,,
g37kutu-vomit-1-1,g37kutu-vomit-1,ku-deka,vomit-26,false,expert,,,,
g37kutu-walk-1-1,g37kutu-walk-1,-genda,walk-4,false,expert,,,,
g37kutu-war-1-1,g37kutu-war-1,vita,war-2,false,expert,,,,
g37kutu-water-1-1,g37kutu-water-1,ma(t)zi,water-16,false,expert,,,,
g37kutu-wind-1-1,g37kutu-wind-1,beho,wind-34,false,expert,,,,
g37kutu-woman-1-1,g37kutu-woman-1,mtwanzi,woman-48,false,expert,,,,
g39saghala-animal-1-1,g39saghala-animal-1,ɲamandu,animal-1,false,expert,,,,
g39saghala-arm-1-1,g39saghala-arm-1,mkónu,arm-21,false,expert,,,,
g39saghala-ashes-1-1,g39saghala-ashes-1,ivu,ashes-1,false,expert,,,,
g39saghala-bark-1-1,g39saghala-bark-1,ikoko,bark-2,false,expert,,,,
g39saghala-bed-1-1,g39saghala-bed-1,ulili,bed-36,false,expert,,,,
g39saghala-belly-1-1,g39saghala-belly-1,kifu,belly-26,false,expert,,,,
g39saghala-big-1-1,g39saghala-big-1,-ɓwaa,big-50,false,expert,,,,
g39saghala-bird-1-1,g39saghala-bird-1,ɲoɲi,bird-2,false,expert,,,,
g39saghala-bite-1-1,g39saghala-bite-1,-lúma,bite-1,false,expert,,,,
g39saghala-blood-1-1,g39saghala-blood-1,biɣáti,blood-42,false,expert,,,,
g39saghala-bone-1-1,g39saghala-bone-1,iβindi,bone-24,false,expert,,,,
g39saghala-breast-1-1,g39saghala-breast-1,iβéle,breast-1,false,expert,,,,
g39saghala-burn-1-1,g39saghala-burn-1,iβéle,burn-14,false,expert,,,,
g39saghala-child-1-1,g39saghala-child-1,mwana,child-1,false,expert,,,,
g39saghala-cloud-1-1,g39saghala-cloud-1,iβeŋgu,cloud-61,false,expert,,,,
g39saghala-come-1-1,g39saghala-come-1,-ʤa,come-8,false,expert,,,,
g39saghala-count-1-1,g39saghala-count-1,-twála,count-11,false,expert,,,,
g39saghala-dew-1-1,g39saghala-dew-1,manena,dew-47,false,expert,,,,
g39saghala-die-1-1,g39saghala-die-1,-fwa,die-1,false,expert,,,,
g39saghala-dog-1-1,g39saghala-dog-1,ʧuʧu,dog-24,false,expert,,,,
g39saghala-drink-1-1,g39saghala-drink-1,-nwa,drink-1,false,expert,,,,
g39saghala-ear-1-1,g39saghala-ear-1,kisikilo,ear-15,false,expert,,,,
g39saghala-eat-1-1,g39saghala-eat-1,-lya,eat-1,false,expert,,,,
g39saghala-egg-1-1,g39saghala-egg-1,igi,egg-3,false,expert,,,,
g39saghala-elephant-1-1,g39saghala-elephant-1,nʤovu,elephant-4,false,expert,,,,
g39saghala-eye-1-1,g39saghala-eye-1,izíso,eye-2,false,expert,,,,
g39saghala-face-1-1,g39saghala-face-1,uʃu,face-4,false,expert,,,,
g39saghala-fall-1-1,g39saghala-fall-1,-bùduka,fall-26,false,expert,,,,
g39saghala-fatoil-1-1,g39saghala-fatoil-1,mavuta,fatoil-1,false,expert,,,,
g39saghala-feather-1-1,g39saghala-feather-1,ikuʃu,feather-52,false,expert,,,,
g39saghala-fingernail-1-1,g39saghala-fingernail-1,lwála,fingernail-7,false,expert,,,,
g39saghala-fire-1-1,g39saghala-fire-1,moto,fire-39,false,expert,,,,
g39saghala-firewood-1-1,g39saghala-firewood-1,lukuni,firewood-1,false,expert,,,,
g39saghala-fish-1-1,g39saghala-fish-1,ikumba,fish-39,false,expert,,,,
g39saghala-five-1-1,g39saghala-five-1,-sano,five-1,false,expert,,,,
g39saghala-fly-1-1,g39saghala-fly-1,-bùruka,fly-39,false,expert,,,,
g39saghala-four-1-1,g39saghala-four-1,ne,four-4,false,expert,,,,
g39saghala-give-1-1,g39saghala-give-1,-háwa,give-1,false,expert,,,,
g39saghala-goat-1-1,g39saghala-goat-1,mbuzi,goat-1,false,expert,,,,
g39saghala-groundsoil-1-1,g39saghala-groundsoil-1,uɗoŋgo,groundsoil-43,false,expert,,,,
g39saghala-hair-1-1,g39saghala-hair-1,sisíri,hair-51,false,expert,,,,
g39saghala-head-1-1,g39saghala-head-1,ʧôŋgó,head-17,false,expert,,,,
g39saghala-hear-1-1,g39saghala-hear-1,-sikíla,hear-37,false,expert,,,,
g39saghala-heart-1-1,g39saghala-heart-1,ŋgólo,heart-25,false,expert,,,,
g39saghala-horn-1-1,g39saghala-horn-1,lwembe,horn-21,false,expert,,,,
g39saghala-house-1-1,g39saghala-house-1,ɲumba,house-23,false,expert,,,,
g39saghala-hunger-1-1,g39saghala-hunger-1,nʤála,hunger-1,false,expert,,,,
g39saghala-intestine-1-1,g39saghala-intestine-1,utumbo,intestine-24,false,expert,,,,
g39saghala-iron-1-1,g39saghala-iron-1,kizia,iron-48,false,expert,,,,
g39saghala-kill-1-1,g39saghala-kill-1,-uláɣa,kill-29,false,expert,,,,
g39saghala-knee-1-1,g39saghala-knee-1,ŋgokóro,knee-23,false,expert,,,,
g39saghala-knife-1-1,g39saghala-knife-1,ndaɣala,knife-48,false,expert,,,,
g39saghala-know-1-1,g39saghala-know-1,-máɲa,know-8,false,expert,,,,
g39saghala-leaf-1-1,g39saghala-leaf-1,iɲasi,leaf-3,false,expert,,,,
g39saghala-leg-1-1,g39saghala-leg-1,kiɣulu,leg-1,false,expert,,,,
g39saghala-liver-1-1,g39saghala-liver-1,itíma,liver-40,false,expert,,,,
g39saghala-louse-1-1,g39saghala-louse-1,índa,louse-22,false,expert,,,,
g39saghala-man-1-1,g39saghala-man-1,mlume,man-2,false,expert,,,,
g39saghala-moon-1-1,g39saghala-moon-1,mwezi,moon-5,false,expert,,,,
g39saghala-mouth-1-1,g39saghala-mouth-1,mlomu,mouth-18,false,expert,,,,
g39saghala-name-1-1,g39saghala-name-1,izina,name-4,false,expert,,,,
g39saghala-navel-1-1,g39saghala-navel-1,kiduo,navel-33,false,expert,,,,
g39saghala-night-1-1,g39saghala-night-1,kiro,night-32,false,expert,,,,
g39saghala-nose-1-1,g39saghala-nose-1,mbula,nose-29,false,expert,,,,
g39saghala-one-1-1,g39saghala-one-1,kiro,one-31,false,expert,,,,
g39saghala-person-1-1,g39saghala-person-1,mndu,person-2,false,expert,,,,
g39saghala-rain-1-1,g39saghala-rain-1,mvúla,rain-4,false,expert,,,,
g39saghala-road-1-1,g39saghala-road-1,ŋgila,road-1,false,expert,,,,
g39saghala-root-1-1,g39saghala-root-1,mrigiŋga,root-52,false,expert,,,,
g39saghala-salt-1-1,g39saghala-salt-1,kiʃerere,salt-31,false,expert,,,,
g39saghala-sand-1-1,g39saghala-sand-1,msaŋga,sand-13,false,expert,,,,
g39saghala-see-1-1,g39saghala-see-1,-óna,see-18,false,expert,,,,
g39saghala-send-1-1,g39saghala-send-1,-túma,send-1,false,expert,,,,
g39saghala-shame-1-1,g39saghala-shame-1,waya,shame-16,false,expert,,,,
g39saghala-sing-1-1,g39saghala-sing-1,-ímba,sing-2,false,expert,,,,
g39saghala-skin-1-1,g39saghala-skin-1,ŋgiŋgo,skin-49,false,expert,,,,
g39saghala-sky-1-1,g39saghala-sky-1,mluŋguni,sky-40,false,expert,,,,
g39saghala-sleep-1-1,g39saghala-sleep-1,hariŋa,sleep-34,false,expert,,,,
g39saghala-smoke-1-1,g39saghala-smoke-1,mosi,smoke-21,false,expert,,,,
g39saghala-snake-1-1,g39saghala-snake-1,ɲoka,snake-1,false,expert,,,,
g39saghala-spear-1-1,g39saghala-spear-1,mkuki,spear-21,false,expert,,,,
g39saghala-steal-1-1,g39saghala-steal-1,-íβa,steal-4,false,expert,,,,
g39saghala-stone-1-1,g39saghala-stone-1,iwe,stone-12,false,expert,,,,
g39saghala-sun-1-1,g39saghala-sun-1,iʤua,sun-5,false,expert,,,,
g39saghala-tail-1-1,g39saghala-tail-1,mkoba,tail-37,false,expert,,,,
g39saghala-ten-1-1,g39saghala-ten-1,ikumi,ten-1,false,expert,,,,
g39saghala-three-1-1,g39saghala-three-1,-tatu,three-1,false,expert,,,,
g39saghala-tongue-1-1,g39saghala-tongue-1,lúmi,tongue-1,false,expert,,,,
g39saghala-tooth-1-1,g39saghala-tooth-1,iʤeɣo,tooth-4,false,expert,,,,
g39saghala-tree-1-1,g39saghala-tree-1,mwiti,tree-1,false,expert,,,,
g39saghala-two-1-1,g39saghala-two-1,-ili,two-11,false,expert,,,,
g39saghala-urine-1-1,g39saghala-urine-1,koʤele makoʤo,urine-22,false,expert,,,,
g39saghala-village-1-1,g39saghala-village-1,muzi,village-26,false,expert,,,,
g39saghala-vomit-1-1,g39saghala-vomit-1,-kwéza,vomit-27,false,expert,,,,
g39saghala-walk-1-1,g39saghala-walk-1,-séla,walk-32,false,expert,,,,
g39saghala-war-1-1,g39saghala-war-1,uta,war-2,false,expert,,,,
g39saghala-water-1-1,g39saghala-water-1,meʤi,water-16,false,expert,,,,
g39saghala-wind-1-1,g39saghala-wind-1,mbeo,wind-34,false,expert,,,,
g39saghala-woman-1-1,g39saghala-woman-1,muke,woman-39,false,expert,,,,
g401mwani-animal-1-1,g401mwani-animal-1,ɲamaŋgalo,animal-1,false,expert,,,,
g401mwani-arm-1-1,g401mwani-arm-1,ŋkono,arm-21,false,expert,,,,
g401mwani-ashes-1-1,g401mwani-ashes-1,rivu,ashes-1,false,expert,,,,
g401mwani-bark-1-1,g401mwani-bark-1,papatu,bark-62,false,expert,,,,
g401mwani-bed-1-1,g401mwani-bed-1,kinanda,bed-45,false,expert,,,,
g401mwani-belly-1-1,g401mwani-belly-1,tumbo,belly-45,false,expert,,,,
g401mwani-big-1-1,g401mwani-big-1,kulu,big-30,false,expert,,,,
g401mwani-bird-1-1,g401mwani-bird-1,ɲuni,bird-2,false,expert,,,,
g401mwani-bite-1-1,g401mwani-bite-1,luma,bite-1,false,expert,,,,
g401mwani-blood-1-1,g401mwani-blood-1,damu,blood-40,false,expert,,,,
g401mwani-bone-1-1,g401mwani-bone-1,koŋgolo,bone-29,false,expert,,,,
g401mwani-breast-1-1,g401mwani-breast-1,were,breast-1,false,expert,,,,
g401mwani-burn-1-1,g401mwani-burn-1,luŋgula,burn-45,false,expert,,,,
g401mwani-child-1-1,g401mwani-child-1,mwana,child-1,false,expert,,,,
g401mwani-cloud-1-1,g401mwani-cloud-1,wiŋgu,cloud-61,false,expert,,,,
g401mwani-come-1-1,g401mwani-come-1,ɟa,come-8,false,expert,,,,
g401mwani-count-1-1,g401mwani-count-1,walaŋga,count-27,false,expert,,,,
g401mwani-dew-1-1,g401mwani-dew-1,mande,dew-45,false,expert,,,,
g401mwani-die-1-1,g401mwani-die-1,fwa,die-1,false,expert,,,,
g401mwani-dog-1-1,g401mwani-dog-1,ímbwa,dog-1,false,expert,,,,
g401mwani-drink-1-1,g401mwani-drink-1,ɲwa,drink-1,false,expert,,,,
g401mwani-ear-1-1,g401mwani-ear-1,sikíro,ear-15,false,expert,,,,
g401mwani-eat-1-1,g401mwani-eat-1,rya,eat-1,false,expert,,,,
g401mwani-egg-1-1,g401mwani-egg-1,ri(h)i,egg-3,false,expert,,,,
g401mwani-elephant-1-1,g401mwani-elephant-1,nembo,elephant-11,false,expert,,,,
g401mwani-eye-1-1,g401mwani-eye-1,riso,eye-2,false,expert,,,,
g401mwani-face-1-1,g401mwani-face-1,uso,face-4,false,expert,,,,
g401mwani-fall-1-1,g401mwani-fall-1,gwa,fall-1,false,expert,,,,
g401mwani-fatoil-1-1,g401mwani-fatoil-1,mafuta,fatoil-1,false,expert,,,,
g401mwani-feather-1-1,g401mwani-feather-1,bululu,feather-53,false,expert,,,,
g401mwani-fingernail-1-1,g401mwani-fingernail-1,lukombe,fingernail-48,false,expert,,,,
g401mwani-fire-1-1,g401mwani-fire-1,moto,fire-39,false,expert,,,,
g401mwani-firewood-1-1,g401mwani-firewood-1,lukuni,firewood-1,false,expert,,,,
g401mwani-fish-1-1,g401mwani-fish-1,inswi,fish-1,false,expert,,,,
g401mwani-five-1-1,g401mwani-five-1,tano,five-1,false,expert,,,,
g401mwani-fly-1-1,g401mwani-fly-1,iruka,fly-40,false,expert,,,,
g401mwani-four-1-1,g401mwani-four-1,ne,four-4,false,expert,,,,
g401mwani-give-1-1,g401mwani-give-1,pa,give-1,false,expert,,,,
g401mwani-goat-1-1,g401mwani-goat-1,mbuzi,goat-1,false,expert,,,,
g401mwani-groundsoil-1-1,g401mwani-groundsoil-1,nsaŋga,groundsoil-41,false,expert,,,,
g401mwani-hair-1-1,g401mwani-hair-1,ɲwíri,hair-25,false,expert,,,,
g401mwani-head-1-1,g401mwani-head-1,kiswa,head-3,false,expert,,,,
g401mwani-hear-1-1,g401mwani-hear-1,sikira,hear-37,false,expert,,,,
g401mwani-heart-1-1,g401mwani-heart-1,moyo,heart-19,false,expert,,,,
g401mwani-horn-1-1,g401mwani-horn-1,luɲaŋga,horn-21,false,expert,,,,
g401mwani-house-1-1,g401mwani-house-1,ɲumba,house-23,false,expert,,,,
g401mwani-hunger-1-1,g401mwani-hunger-1,nʤala,hunger-1,false,expert,,,,
g401mwani-intestine-1-1,g401mwani-intestine-1,utumbo,intestine-24,false,expert,,,,
g401mwani-iron-1-1,g401mwani-iron-1,ʧuma,iron-39,false,expert,,,,
g401mwani-kill-1-1,g401mwani-kill-1,ulaya,kill-29,false,expert,,,,
g401mwani-knee-1-1,g401mwani-knee-1,lundi,knee-43,false,expert,,,,
g401mwani-knife-1-1,g401mwani-knife-1,kifyu,knife-35,false,expert,,,,
g401mwani-know-1-1,g401mwani-know-1,iʤiwa,know-27,false,expert,,,,
g401mwani-leaf-1-1,g401mwani-leaf-1,samba,leaf-50,false,expert,,,,
g401mwani-leg-1-1,g401mwani-leg-1,mulu,leg-1,false,expert,,,,
g401mwani-liver-1-1,g401mwani-liver-1,rini,liver-27,false,expert,,,,
g401mwani-louse-1-1,g401mwani-louse-1,sawa,louse-37,false,expert,,,,
g401mwani-man-1-1,g401mwani-man-1,nlume,man-2,false,expert,,,,
g401mwani-moon-1-1,g401mwani-moon-1,mwezi,moon-5,false,expert,,,,
g401mwani-mouth-1-1,g401mwani-mouth-1,kaɲwa,mouth-6,false,expert,,,,
g401mwani-name-1-1,g401mwani-name-1,zina,name-4,false,expert,,,,
g401mwani-navel-1-1,g401mwani-navel-1,ntoku,navel-1,false,expert,,,,
g401mwani-neck-1-1,g401mwani-neck-1,siŋgo,neck-7,false,expert,,,,
g401mwani-nose-1-1,g401mwani-nose-1,mula,nose-29,false,expert,,,,
g401mwani-one-1-1,g401mwani-one-1,moɟa,one-30,false,expert,,,,
g401mwani-person-1-1,g401mwani-person-1,munu,person-14,false,expert,,,,
g401mwani-rain-1-1,g401mwani-rain-1,mvula,rain-4,false,expert,,,,
g401mwani-road-1-1,g401mwani-road-1,nʤira,road-1,false,expert,,,,
g401mwani-root-1-1,g401mwani-root-1,nzizi,root-47,false,expert,,,,
g401mwani-salt-1-1,g401mwani-salt-1,muɲu,salt-24,false,expert,,,,
g401mwani-sand-1-1,g401mwani-sand-1,nsaŋga,sand-13,false,expert,,,,
g401mwani-see-1-1,g401mwani-see-1,ona,see-18,false,expert,,,,
g401mwani-send-1-1,g401mwani-send-1,tuma,send-1,false,expert,,,,
g401mwani-shame-1-1,g401mwani-shame-1,aibu,shame-21,false,expert,,,,
g401mwani-sing-1-1,g401mwani-sing-1,imba,sing-2,false,expert,,,,
g401mwani-skin-1-1,g401mwani-skin-1,sambala,skin-54,false,expert,,,,
g401mwani-sky-1-1,g401mwani-sky-1,mbiŋgu,sky-36,false,expert,,,,
g401mwani-sleep-1-1,g401mwani-sleep-1,usiŋgizi,sleep-31,false,expert,,,,
g401mwani-smoke-1-1,g401mwani-smoke-1,rosi,smoke-21,false,expert,,,,
g401mwani-snake-1-1,g401mwani-snake-1,ɲoka,snake-1,false,expert,,,,
g401mwani-spear-1-1,g401mwani-spear-1,ŋkuki,spear-21,false,expert,,,,
g401mwani-steal-1-1,g401mwani-steal-1,iwa,steal-4,false,expert,,,,
g401mwani-stone-1-1,g401mwani-stone-1,riwe,stone-12,false,expert,,,,
g401mwani-sun-1-1,g401mwani-sun-1,ʤua,sun-5,false,expert,,,,
g401mwani-tail-1-1,g401mwani-tail-1,ŋkira,tail-6,false,expert,,,,
g401mwani-ten-1-1,g401mwani-ten-1,kumi,ten-1,false,expert,,,,
g401mwani-three-1-1,g401mwani-three-1,natu,three-1,false,expert,,,,
g401mwani-tongue-1-1,g401mwani-tongue-1,lilmi,tongue-1,false,expert,,,,
g401mwani-tooth-1-1,g401mwani-tooth-1,rino,tooth-3,false,expert,,,,
g401mwani-tree-1-1,g401mwani-tree-1,muti,tree-1,false,expert,,,,
g401mwani-two-1-1,g401mwani-two-1,wiri,two-11,false,expert,,,,
g401mwani-urine-1-1,g401mwani-urine-1,mikoʤo,urine-22,false,expert,,,,
g401mwani-vomit-1-1,g401mwani-vomit-1,tapika,vomit-23,false,expert,,,,
g401mwani-walk-1-1,g401mwani-walk-1,enenda,walk-39,false,expert,,,,
g401mwani-war-1-1,g401mwani-war-1,vita,war-2,false,expert,,,,
g401mwani-water-1-1,g401mwani-water-1,maɟi,water-16,false,expert,,,,
g401mwani-wind-1-1,g401mwani-wind-1,mepo,wind-34,false,expert,,,,
g401mwani-woman-1-1,g401mwani-woman-1,muka,woman-39,false,expert,,,,
g412mwiini-animal-1-1,g412mwiini-animal-1,hayawááni,animal-31,false,expert,,,,
g412mwiini-arm-1-1,g412mwiini-arm-1,mkóno,arm-21,false,expert,,,,
g412mwiini-ashes-1-1,g412mwiini-ashes-1,ívu,ashes-1,false,expert,,,,
g412mwiini-bark-1-1,g412mwiini-bark-1,igáanda,bark-38,false,expert,,,,
g412mwiini-bed-1-1,g412mwiini-bed-1,cili,bed-36,false,expert,,,,
g412mwiini-belly-1-1,g412mwiini-belly-1,matúumbo,belly-45,false,expert,,,,
g412mwiini-big-1-1,g412mwiini-big-1,kul̪u,big-30,false,expert,,,,
g412mwiini-bird-1-1,g412mwiini-bird-1,ɲúɲi,bird-2,false,expert,,,,
g412mwiini-bite-1-1,g412mwiini-bite-1,l̪uma,bite-1,false,expert,,,,
g412mwiini-blood-1-1,g412mwiini-blood-1,máazi,blood-42,false,expert,,,,
g412mwiini-bone-1-1,g412mwiini-bone-1,míʃpa,bone-2,false,expert,,,,
